user_id,username,full_name,email,role,department,job_title,phone,location,join_date
185,richard.montgomery,Richard Montgomery,richard.montgomery@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,(606)953-0745x0544,Port Jeremyport,2024-08-17
186,terri.ramos,Terri Ramos,terri.ramos@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,469-313-7367x850,Jennafurt,2025-06-26
187,derek.york,Derek York,derek.york@techcorpsolutions.com,requester,HR,Talent Acquisition Specialist,7235303070,Michealmouth,2025-10-20
188,william.reid,William Reid,william.reid@techcorpsolutions.com,agent,Customer Success,Customer Success Associate,7357797279,Port Patricia,2021-05-01
189,kaitlyn.barker,Kaitlyn Barker,kaitlyn.barker@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,(902)493-3334x6800,New Lauren,2022-04-15
190,jeffrey.franklin,Jeffrey Franklin,jeffrey.franklin@techcorpsolutions.com,requester,HR,HR Executive,001-846-365-7437x489,New Yvonnestad,2026-03-06
191,anna.wheeler,Anna Wheeler,anna.wheeler@techcorpsolutions.com,requester,Marketing,Marketing Executive,+1-217-815-4544x43283,Erintown,2022-04-09
192,diana.bright,Diana Bright,diana.bright@techcorpsolutions.com,requester,Marketing,Digital Marketing Specialist,(466)409-9353x87584,Connorberg,2022-02-18
193,joyce.hardy,Joyce Hardy,joyce.hardy@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,(751)635-3465,Stevenville,2023-11-28
194,thomas.delacruz,Thomas Delacruz,thomas.delacruz@techcorpsolutions.com,requester,Legal,Legal Associate,+1-417-538-1684x602,Robertshire,2024-01-20
195,patricia.hatfield,Patricia Hatfield,patricia.hatfield@techcorpsolutions.com,requester,IT Support,Desktop Support Engineer,001-421-475-2500x743,Gloverland,2021-06-12
196,david.hamilton,David Hamilton,david.hamilton@techcorpsolutions.com,agent,Network Operations,Network Administrator,(576)500-8350x58300,Larryville,2023-02-20
197,patrick.chapman,Patrick Chapman,patrick.chapman@techcorpsolutions.com,agent,IT Support,Senior Associate - IT Support,4447789856,Howardborough,2021-08-02
198,frederick.meadows,Frederick Meadows,frederick.meadows@techcorpsolutions.com,agent,IT Support,IT Support Manager,3337230982,South Nancyview,2025-05-27
199,kelsey.dean,Kelsey Dean,kelsey.dean@techcorpsolutions.com,requester,HR,HR Manager,6109016761,East Heather,2024-02-11
200,crystal.turner,Crystal Turner,crystal.turner@techcorpsolutions.com,requester,Admin,Admin Executive,+1-984-599-2618x91411,Port Jose,2024-07-06
201,alexandra.harris,Alexandra Harris,alexandra.harris@techcorpsolutions.com,agent,Sales,Account Manager,920-487-3753x0011,Port Williamville,2024-10-05
202,rebecca.newman,Rebecca Newman,rebecca.newman@techcorpsolutions.com,requester,Admin,Admin Executive,247-201-2045x5611,Lake Deborah,2023-04-21
203,mark.kline,Mark Kline,mark.kline@techcorpsolutions.com,agent,HR,HR Manager,815-452-1667x467,East Heatherton,2026-04-01
204,tina.richard,Tina Richard,tina.richard@techcorpsolutions.com,requester,IT Support,Desktop Support Engineer,001-279-472-9659,Knappville,2021-03-19
205,paige.alexander,Paige Alexander,paige.alexander@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,+1-550-989-9358x8916,Elizabethfurt,2020-12-21
206,edgar.serrano,Edgar Serrano,edgar.serrano@techcorpsolutions.com,requester,Finance,Accounts Executive,+1-700-628-7721x753,New Jeffreyfurt,2025-11-16
207,richard.young,Richard Young,richard.young@techcorpsolutions.com,requester,Finance,Accounts Executive,001-371-877-5170,Johnsonside,2023-04-26
208,aaron.davis,Aaron Davis,aaron.davis@techcorpsolutions.com,requester,Sales,Sales Manager,+1-948-783-7550x375,Wilsonbury,2024-03-04
209,aaron.kelly,Aaron Kelly,aaron.kelly@techcorpsolutions.com,requester,Network Operations,Network Administrator,588-551-0272x6149,Port Philipmouth,2024-05-07
210,makayla.lee,Makayla Lee,makayla.lee@techcorpsolutions.com,requester,Marketing,Marketing Manager,001-860-991-7798x27080,Lake Beth,2022-08-07
211,jessica.anderson,Jessica Anderson,jessica.anderson@techcorpsolutions.com,requester,Marketing,Marketing Executive,+1-995-486-6934x654,South Carrie,2022-11-22
212,olivia.hunt,Olivia Hunt,olivia.hunt@techcorpsolutions.com,requester,Marketing,Marketing Executive,+1-458-433-3945,Jenniferstad,2025-08-02
213,anna.aguilar,Anna Aguilar,anna.aguilar@techcorpsolutions.com,requester,Legal,Legal Associate,001-268-546-0810x620,Karenburgh,2026-03-06
214,tonya.vega,Tonya Vega,tonya.vega@techcorpsolutions.com,requester,Marketing,Marketing Manager,5438805719,New Kristen,2021-06-19
215,lauren.roberts,Lauren Roberts,lauren.roberts@techcorpsolutions.com,requester,Legal,Legal Associate,(566)558-0043x9735,Shaneland,2024-07-12
216,jacob.thompson,Jacob Thompson,jacob.thompson@techcorpsolutions.com,requester,Procurement,Vendor Manager,(406)248-4229x4057,West Candice,2023-08-22
217,kim.garrett,Kim Garrett,kim.garrett@techcorpsolutions.com,requester,Procurement,Vendor Manager,479-885-1583x2818,Davisbury,2025-08-03
218,nicole.alvarado,Nicole Alvarado,nicole.alvarado@techcorpsolutions.com,requester,Admin,Facilities Coordinator,539-287-8015x7399,Patrickville,2022-07-23
219,paul.fernandez,Paul Fernandez,paul.fernandez@techcorpsolutions.com,requester,Finance,Accounts Executive,258.387.7043x58112,Lake Crystal,2022-04-10
220,jason.jennings,Jason Jennings,jason.jennings@techcorpsolutions.com,requester,Legal,Legal Associate,386.312.0750,East Lauraside,2025-07-17
221,chad.underwood,Chad Underwood,chad.underwood@techcorpsolutions.com,requester,Admin,Facilities Coordinator,(267)366-5061x80919,Sarahville,2025-12-27
222,keith.jennings,Keith Jennings,keith.jennings@techcorpsolutions.com,agent,Legal,Compliance Officer,476-660-7283x2684,Susantown,2024-03-09
223,angela.peters,Angela Peters,angela.peters@techcorpsolutions.com,requester,Finance,Finance Analyst,7995688143,Whiteheadhaven,2021-04-30
224,douglas.white,Douglas White,douglas.white@techcorpsolutions.com,requester,Marketing,Digital Marketing Specialist,631-329-0878x141,Lake Beverly,2024-04-01
225,stephanie.howard,Stephanie Howard,stephanie.howard@techcorpsolutions.com,admin,Sales,Sales Manager,714.691.3577,New Ashley,2024-07-27
226,lindsey.benjamin,Lindsey Benjamin,lindsey.benjamin@techcorpsolutions.com,requester,Finance,Accounts Executive,333-464-5257x77547,Port Juanberg,2021-08-06
227,patricia.gonzalez,Patricia Gonzalez,patricia.gonzalez@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,+1-611-908-0996x9308,West Philip,2024-12-09
228,patricia.lawrence,Patricia Lawrence,patricia.lawrence@techcorpsolutions.com,requester,Finance,Finance Manager,(578)481-6580,South Erik,2025-09-02
229,ashley.knight,Ashley Knight,ashley.knight@techcorpsolutions.com,requester,Legal,Compliance Officer,(775)503-7314,Lake Jamiestad,2025-10-04
230,paul.hardin,Paul Hardin,paul.hardin@techcorpsolutions.com,requester,Network Operations,NOC Analyst,4518844989,Diazland,2025-10-25
231,zachary.bennett,Zachary Bennett,zachary.bennett@techcorpsolutions.com,requester,Finance,Finance Analyst,665.557.7908x27231,East Eric,2025-12-19
232,carolyn.montoya,Carolyn Montoya,carolyn.montoya@techcorpsolutions.com,requester,Marketing,Digital Marketing Specialist,(451)477-7392x60302,New Dylanburgh,2024-07-05
233,jonathan.white,Jonathan White,jonathan.white@techcorpsolutions.com,requester,Marketing,Digital Marketing Specialist,+1-890-441-3797x723,New Donna,2026-04-08
234,joseph.ramsey,Joseph Ramsey,joseph.ramsey@techcorpsolutions.com,requester,Procurement,Vendor Manager,899.413.6621x038,East Thomaston,2022-08-17
235,natalie.schmidt,Natalie Schmidt,natalie.schmidt@techcorpsolutions.com,requester,Legal,Compliance Officer,772-298-0686,Perezfort,2025-01-18
236,kristine.james,Kristine James,kristine.james@techcorpsolutions.com,requester,Finance,Accounts Executive,001-691-562-4731x4986,Lake Juliatown,2024-01-31
237,becky.wilson,Becky Wilson,becky.wilson@techcorpsolutions.com,requester,Marketing,Marketing Executive,+1-735-665-1269x4486,Fischerchester,2020-08-22
238,andrea.grant,Andrea Grant,andrea.grant@techcorpsolutions.com,requester,HR,HR Executive,+1-387-544-9562,Loganburgh,2021-08-28
239,craig.romero,Craig Romero,craig.romero@techcorpsolutions.com,requester,Legal,Compliance Officer,+1-890-326-0127,West Jeffreyland,2025-04-01
240,chelsea.ramsey,Chelsea Ramsey,chelsea.ramsey@techcorpsolutions.com,requester,Procurement,Vendor Manager,(598)249-0277x0384,New Gavin,2026-02-08
241,barry.allen,Barry Allen,barry.allen@techcorpsolutions.com,requester,Finance,Finance Analyst,(214)365-6693,New Justinside,2020-08-07
242,robyn.bailey,Robyn Bailey,robyn.bailey@techcorpsolutions.com,admin,HR,HR Manager,339-337-6904x268,Matthewville,2026-04-19
243,leah.frye,Leah Frye,leah.frye@techcorpsolutions.com,requester,Procurement,Procurement Executive,001-947-269-7357,Wilsonland,2025-10-13
244,patrick.kramer,Patrick Kramer,patrick.kramer@techcorpsolutions.com,requester,IT Support,IT Support Manager,001-835-765-8804x341,New Sarahfort,2021-11-26
245,lee.robinson,Lee Robinson,lee.robinson@techcorpsolutions.com,requester,HR,Talent Acquisition Specialist,(537)533-3433,Ericville,2023-12-29
246,david.miller,David Miller,david.miller@techcorpsolutions.com,requester,Legal,Legal Associate,490.680.7595x7947,Walkershire,2026-04-03
247,david.fox,David Fox,david.fox@techcorpsolutions.com,requester,Admin,Facilities Coordinator,+1-908-756-2718,North Emilyfurt,2023-02-07
248,bianca.nguyen,Bianca Nguyen,bianca.nguyen@techcorpsolutions.com,agent,Legal,Compliance Officer,828-543-4795x527,Haynesstad,2024-03-23
249,michael.morales,Michael Morales,michael.morales@techcorpsolutions.com,requester,IT Support,Desktop Support Engineer,001-829-531-4386,Port Susan,2023-04-08
250,edward.shaffer,Edward Shaffer,edward.shaffer@techcorpsolutions.com,requester,Legal,Legal Associate,428.285.7448x9061,Port Jonathan,2021-08-23
251,mary.davis,Mary Davis,mary.davis@techcorpsolutions.com,agent,Customer Success,Client Relationship Manager,555-488-4506x159,Michaelhaven,2025-01-02
252,tony.doyle,Tony Doyle,tony.doyle@techcorpsolutions.com,agent,IT Support,Senior Associate - IT Support,(494)772-2569x9611,West Logan,2025-11-11
253,kelly.adams,Kelly Adams,kelly.adams@techcorpsolutions.com,agent,Admin,Facilities Coordinator,675-398-7622x023,East Randy,2024-05-31
254,cody.zuniga,Cody Zuniga,cody.zuniga@techcorpsolutions.com,requester,Finance,Accounts Executive,3068811492,Jeromeport,2023-05-26
255,scott.martinez,Scott Martinez,scott.martinez@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,(900)455-7784,New Carla,2023-09-19
256,crystal.fields,Crystal Fields,crystal.fields@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,684.257.8317x45642,New Lisaberg,2023-12-08
257,maurice.harrison,Maurice Harrison,maurice.harrison@techcorpsolutions.com,requester,Sales,Sales Manager,874.806.4930x8536,East Jennifer,2020-08-24
258,debbie.clayton,Debbie Clayton,debbie.clayton@techcorpsolutions.com,requester,Sales,Sales Manager,863-589-4484,East Derrickville,2021-11-26
259,dana.williamson,Dana Williamson,dana.williamson@techcorpsolutions.com,requester,Admin,Admin Executive,+1-673-450-2080x214,Acostabury,2022-03-18
260,christopher.smith,Christopher Smith,christopher.smith@techcorpsolutions.com,requester,Finance,Finance Manager,(947)457-0512x04618,Port John,2021-11-19
261,patrick.smith,Patrick Smith,patrick.smith@techcorpsolutions.com,requester,Network Operations,Network Engineer,001-836-673-0371x837,Ericton,2026-05-14
262,julie.dunn,Julie Dunn,julie.dunn@techcorpsolutions.com,agent,Procurement,Procurement Executive,343.850.3136x5024,North Tanya,2021-04-27
263,bianca.vazquez,Bianca Vazquez,bianca.vazquez@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,(251)232-7195,Deannaside,2024-09-02
264,lacey.martinez,Lacey Martinez,lacey.martinez@techcorpsolutions.com,admin,Legal,Compliance Officer,+1-257-930-6524,Hansenside,2021-12-22
265,heidi.lopez,Heidi Lopez,heidi.lopez@techcorpsolutions.com,requester,Sales,Sales Manager,(657)749-8218x274,Smithhaven,2021-09-14
266,nicholas.lopez,Nicholas Lopez,nicholas.lopez@techcorpsolutions.com,requester,Legal,Legal Associate,(693)751-8638x782,Davidsonville,2020-09-16
267,cole.hopkins,Cole Hopkins,cole.hopkins@techcorpsolutions.com,requester,Sales,Sales Manager,(820)931-7310,Brandonbury,2020-11-09
268,catherine.jones,Catherine Jones,catherine.jones@techcorpsolutions.com,agent,Finance,Finance Analyst,271.670.5865,Lake Chadport,2026-02-07
269,christian.lewis,Christian Lewis,christian.lewis@techcorpsolutions.com,agent,Finance,Finance Manager,438-863-3839,Port Daniellestad,2023-09-03
270,emily.park,Emily Park,emily.park@techcorpsolutions.com,agent,Sales,Sales Executive,922-786-8528,Andreamouth,2023-02-15
271,megan.gutierrez,Megan Gutierrez,megan.gutierrez@techcorpsolutions.com,requester,HR,HR Manager,001-859-239-8368x4577,West Caitlinhaven,2024-05-06
272,derek.zamora,Derek Zamora,derek.zamora@techcorpsolutions.com,requester,Admin,Facilities Coordinator,435.304.8889,South Michaelberg,2020-08-21
273,joseph.preston,Joseph Preston,joseph.preston@techcorpsolutions.com,requester,Legal,Compliance Officer,341-696-9315x727,Lake Lindseyfurt,2022-01-28
274,christian.brown,Christian Brown,christian.brown@techcorpsolutions.com,requester,Sales,Sales Manager,(766)413-9060x480,Waynebury,2025-02-27
275,eric.nunez,Eric Nunez,eric.nunez@techcorpsolutions.com,requester,Legal,Legal Associate,399.981.3646x225,New Raymondland,2026-07-02
276,raymond.hamilton,Raymond Hamilton,raymond.hamilton@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,001-327-683-7693x89833,Morrisshire,2024-09-23
277,christopher.powers,Christopher Powers,christopher.powers@techcorpsolutions.com,requester,IT Support,IT Support Associate,(435)959-0425x979,Port Jesusstad,2023-02-08
278,eric.chandler,Eric Chandler,eric.chandler@techcorpsolutions.com,requester,Admin,Admin Executive,001-703-592-4051x4770,East Amy,2021-02-08
279,karen.dunn,Karen Dunn,karen.dunn@techcorpsolutions.com,agent,Sales,Sales Manager,(606)598-0420,Briantown,2024-04-14
280,carl.guerrero,Carl Guerrero,carl.guerrero@techcorpsolutions.com,requester,HR,HR Manager,+1-351-404-6368x15798,New Tammy,2024-07-09
281,ann.marquez,Ann Marquez,ann.marquez@techcorpsolutions.com,agent,Legal,Compliance Officer,245.676.2055x54384,Zamoratown,2020-10-31
282,sherry.avery,Sherry Avery,sherry.avery@techcorpsolutions.com,requester,Admin,Facilities Coordinator,762-916-8936x39264,East Denise,2021-12-07
283,bianca.sutton,Bianca Sutton,bianca.sutton@techcorpsolutions.com,requester,Legal,Legal Associate,(348)326-2925,West Mary,2021-10-18
284,dustin.johnson,Dustin Johnson,dustin.johnson@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,(564)574-2312x20994,Lake Anthony,2022-06-26
285,christopher.chan,Christopher Chan,christopher.chan@techcorpsolutions.com,requester,Network Operations,Network Engineer,+1-875-226-7722x330,Stephaniebury,2021-05-23
286,julia.mcneil,Julia Mcneil,julia.mcneil@techcorpsolutions.com,requester,Legal,Compliance Officer,827-297-5736,Cortezfurt,2025-01-30
287,cheryl.newton,Cheryl Newton,cheryl.newton@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,208.517.7038x86086,Scottport,2024-02-11
288,kim.mitchell,Kim Mitchell,kim.mitchell@techcorpsolutions.com,requester,Marketing,Digital Marketing Specialist,490-882-7718x1298,Morristown,2021-08-01
289,harold.garza,Harold Garza,harold.garza@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,971.745.2111,New Jasminehaven,2024-10-25
290,cheryl.moore,Cheryl Moore,cheryl.moore@techcorpsolutions.com,requester,Procurement,Vendor Manager,8256922220,Jessicamouth,2023-11-09
291,keith.white,Keith White,keith.white@techcorpsolutions.com,requester,Finance,Finance Manager,209.940.7778,East Brianna,2025-11-30
292,thomas.ortiz,Thomas Ortiz,thomas.ortiz@techcorpsolutions.com,requester,Legal,Compliance Officer,+1-703-284-9830x220,Port Antonio,2021-01-25
293,belinda.morrison,Belinda Morrison,belinda.morrison@techcorpsolutions.com,requester,Finance,Finance Analyst,401-962-2499,Sarahland,2022-07-23
294,kayla.morris,Kayla Morris,kayla.morris@techcorpsolutions.com,requester,Sales,Account Manager,768-814-7214,Lake Jason,2025-11-28
295,brian.duncan,Brian Duncan,brian.duncan@techcorpsolutions.com,admin,Legal,Legal Associate,917.994.6954x89952,Mortonbury,2026-05-24
296,jeanette.krause,Jeanette Krause,jeanette.krause@techcorpsolutions.com,requester,Admin,Admin Executive,7715396605,Lake Jamesport,2020-08-10
297,jonathan.jones,Jonathan Jones,jonathan.jones@techcorpsolutions.com,admin,Sales,Sales Manager,+1-250-415-5699,West Martha,2022-05-17
298,sandra.mendoza,Sandra Mendoza,sandra.mendoza@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,2276278576,Angelatown,2023-05-29
299,jared.jennings,Jared Jennings,jared.jennings@techcorpsolutions.com,requester,Network Operations,NOC Analyst,(412)340-5682x996,Janetmouth,2025-04-30
300,jennifer.nelson,Jennifer Nelson,jennifer.nelson@techcorpsolutions.com,requester,HR,HR Manager,757.243.8421,North Scott,2021-02-10
301,angel.webb,Angel Webb,angel.webb@techcorpsolutions.com,requester,Sales,Sales Manager,457.584.5218,South Paulhaven,2023-07-23
302,darrell.collins,Darrell Collins,darrell.collins@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,+1-715-570-1840x943,West Joshua,2020-11-10
303,luis.alexander,Luis Alexander,luis.alexander@techcorpsolutions.com,requester,Finance,Finance Analyst,(524)710-9881,Josephport,2021-04-18
304,audrey.jackson,Audrey Jackson,audrey.jackson@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,487-902-0701x60166,Larryborough,2022-06-10
305,jennifer.lambert,Jennifer Lambert,jennifer.lambert@techcorpsolutions.com,requester,Procurement,Procurement Executive,001-679-721-7174x77332,Whitemouth,2023-10-03
306,kristina.khan,Kristina Khan,kristina.khan@techcorpsolutions.com,requester,Sales,Account Manager,7174157724,South Lisaville,2023-04-13
307,mark.banks,Mark Banks,mark.banks@techcorpsolutions.com,requester,Procurement,Vendor Manager,+1-476-996-3938,Jonesborough,2025-04-15
308,lisa.garza,Lisa Garza,lisa.garza@techcorpsolutions.com,requester,Sales,Sales Manager,(395)983-2197x19975,West Stephanie,2025-03-28
309,chad.rodriguez,Chad Rodriguez,chad.rodriguez@techcorpsolutions.com,requester,Admin,Facilities Coordinator,001-665-870-1329x02278,Gonzalezmouth,2025-06-01
310,kevin.bauer,Kevin Bauer,kevin.bauer@techcorpsolutions.com,requester,Legal,Compliance Officer,(251)790-9862x40580,Port Juliantown,2024-08-14
311,joe.park,Joe Park,joe.park@techcorpsolutions.com,requester,Procurement,Vendor Manager,866-466-8327x23865,Whitneyberg,2022-12-07
312,dennis.jones,Dennis Jones,dennis.jones@techcorpsolutions.com,requester,Marketing,Marketing Executive,001-876-921-2679x6927,Kellyburgh,2020-09-09
313,roger.smith,Roger Smith,roger.smith@techcorpsolutions.com,requester,Finance,Finance Manager,001-338-946-8950x0975,East Jessicahaven,2023-07-19
314,tonya.terrell,Tonya Terrell,tonya.terrell@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,281.789.1371x894,South Shawnfort,2025-03-17
315,audrey.rivera,Audrey Rivera,audrey.rivera@techcorpsolutions.com,requester,Legal,Compliance Officer,242-609-4940x7929,West Toddberg,2022-09-08
316,william.york,William York,william.york@techcorpsolutions.com,requester,HR,HR Manager,(494)944-0192,Lindseyview,2022-03-30
317,kimberly.young,Kimberly Young,kimberly.young@techcorpsolutions.com,requester,HR,Talent Acquisition Specialist,705.212.9276x63723,Karlaville,2021-09-01
318,brian.marshall,Brian Marshall,brian.marshall@techcorpsolutions.com,requester,Marketing,Marketing Executive,883.766.7428x6047,North Samanthastad,2023-06-02
319,stephanie.reynolds,Stephanie Reynolds,stephanie.reynolds@techcorpsolutions.com,requester,Legal,Legal Associate,754-441-4967x393,Amytown,2026-01-11
320,marie.smith,Marie Smith,marie.smith@techcorpsolutions.com,requester,Legal,Legal Associate,375-234-4300,New Danielle,2021-03-06
321,jean.wilson,Jean Wilson,jean.wilson@techcorpsolutions.com,agent,Customer Success,Customer Success Associate,(369)921-2447,Kaylamouth,2025-08-31
322,jonathan.norman,Jonathan Norman,jonathan.norman@techcorpsolutions.com,requester,Sales,Account Manager,3669504427,New Philip,2022-03-29
323,debbie.rodriguez,Debbie Rodriguez,debbie.rodriguez@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,(939)417-4101x19470,North Elizabethview,2023-10-19
324,edward.rivera,Edward Rivera,edward.rivera@techcorpsolutions.com,requester,Procurement,Vendor Manager,2878766183,Martinezside,2022-11-30
325,savannah.howard,Savannah Howard,savannah.howard@techcorpsolutions.com,requester,Legal,Legal Associate,(801)558-5174x3280,Heatherville,2024-08-19
326,crystal.howard,Crystal Howard,crystal.howard@techcorpsolutions.com,requester,Finance,Finance Manager,+1-673-920-3093x7618,Levytown,2021-02-06
327,benjamin.brown,Benjamin Brown,benjamin.brown@techcorpsolutions.com,requester,Sales,Sales Executive,5613387829,Lake Donaldtown,2025-04-05
328,thomas.hardin,Thomas Hardin,thomas.hardin@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,001-320-320-4179x291,Larsonbury,2020-11-13
329,bryan.harris,Bryan Harris,bryan.harris@techcorpsolutions.com,agent,Network Operations,NOC Analyst,001-365-319-8253x0925,Donaldchester,2022-08-05
330,gary.wood,Gary Wood,gary.wood@techcorpsolutions.com,agent,Sales,Sales Executive,990.321.9620,North Harryland,2021-07-29
331,jasmine.wheeler,Jasmine Wheeler,jasmine.wheeler@techcorpsolutions.com,requester,IT Support,Desktop Support Engineer,001-272-432-4876x329,Salazarland,2022-04-12
332,courtney.patton,Courtney Patton,courtney.patton@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,5839318195,West Brian,2022-08-28
333,daniel.hernandez,Daniel Hernandez,daniel.hernandez@techcorpsolutions.com,agent,Customer Success,Customer Success Associate,972.220.0543x6459,Lake Brianside,2025-08-04
334,gregory.floyd,Gregory Floyd,gregory.floyd@techcorpsolutions.com,requester,Network Operations,Network Administrator,713-579-9563,West Jeremybury,2023-06-21
335,joan.kane,Joan Kane,joan.kane@techcorpsolutions.com,requester,Admin,Admin Executive,917.497.0623,Brooksmouth,2022-10-27
336,jennifer.chen,Jennifer Chen,jennifer.chen@techcorpsolutions.com,requester,Admin,Admin Executive,952.909.0421,Jacksonmouth,2026-05-16
337,jeffrey.phillips,Jeffrey Phillips,jeffrey.phillips@techcorpsolutions.com,requester,Sales,Account Manager,+1-992-698-3168x7397,Lake Ronniebury,2021-07-11
338,john.hamilton,John Hamilton,john.hamilton@techcorpsolutions.com,requester,IT Support,SharePoint Administrator,001-229-806-0078,Mendozaville,2021-11-30
339,shaun.allen,Shaun Allen,shaun.allen@techcorpsolutions.com,agent,Procurement,Procurement Executive,9636254310,Lake Stephen,2023-11-26
340,ashley.silva,Ashley Silva,ashley.silva@techcorpsolutions.com,requester,Marketing,Marketing Manager,626.825.7016x580,Helenside,2026-05-18
341,barbara.clark,Barbara Clark,barbara.clark@techcorpsolutions.com,requester,Customer Success,Client Relationship Manager,+1-750-785-0165x790,Lake Angelica,2024-08-25
342,carl.fletcher,Carl Fletcher,carl.fletcher@techcorpsolutions.com,requester,Sales,Sales Executive,238-317-9335x54864,Michaelfort,2021-10-23
343,walter.gallegos,Walter Gallegos,walter.gallegos@techcorpsolutions.com,requester,Legal,Legal Associate,+1-384-379-5137,Hurstport,2023-05-20
344,susan.jones,Susan Jones,susan.jones@techcorpsolutions.com,requester,Admin,Facilities Coordinator,427-923-8046,Roberttown,2021-07-29
345,kelly.brown,Kelly Brown,kelly.brown@techcorpsolutions.com,requester,Sales,Sales Executive,985.969.5579,Ashleyport,2025-10-03
346,george.green,George Green,george.green@techcorpsolutions.com,admin,Customer Success,Client Relationship Manager,402-454-7292x8422,North Blake,2023-06-19
347,leslie.martinez,Leslie Martinez,leslie.martinez@techcorpsolutions.com,requester,IT Support,IT Support Manager,(438)605-5257,North Richardfort,2022-02-20
348,kayla.gould,Kayla Gould,kayla.gould@techcorpsolutions.com,requester,Sales,Sales Executive,(408)985-4749,Hannahfort,2026-02-02
349,rachel.taylor,Rachel Taylor,rachel.taylor@techcorpsolutions.com,requester,Marketing,Marketing Executive,506-693-7515x0939,North Christopher,2023-11-10
350,melissa.rhodes,Melissa Rhodes,melissa.rhodes@techcorpsolutions.com,requester,Admin,Facilities Coordinator,863.775.9980x56265,West Michaelport,2026-04-07
351,tiffany.sawyer,Tiffany Sawyer,tiffany.sawyer@techcorpsolutions.com,agent,HR,Talent Acquisition Specialist,001-576-674-2662x9912,Mcneilhaven,2021-02-12
352,valerie.jones,Valerie Jones,valerie.jones@techcorpsolutions.com,requester,IT Support,Desktop Support Engineer,001-861-606-4628x79232,Williamsport,2026-04-12
353,mary.torres,Mary Torres,mary.torres@techcorpsolutions.com,requester,IT Support,IT Support Manager,930.502.4471x462,North Kathyfort,2023-11-28
354,virginia.jones,Virginia Jones,virginia.jones@techcorpsolutions.com,requester,HR,HR Executive,001-279-664-7158,New Brian,2025-01-04
355,luis.johns,Luis Johns,luis.johns@techcorpsolutions.com,requester,Marketing,Marketing Manager,(304)556-5044,Port Cody,2021-05-26
356,karen.stephens,Karen Stephens,karen.stephens@techcorpsolutions.com,requester,Finance,Accounts Executive,+1-944-851-8952x02845,Samanthaburgh,2025-10-05
357,curtis.moore,Curtis Moore,curtis.moore@techcorpsolutions.com,requester,Marketing,Marketing Manager,389.388.8167,North Timothy,2021-11-27
358,larry.cox,Larry Cox,larry.cox@techcorpsolutions.com,requester,Sales,Sales Executive,+1-485-524-0132x234,North Roger,2025-06-07
359,kathryn.rodriguez,Kathryn Rodriguez,kathryn.rodriguez@techcorpsolutions.com,requester,Legal,Compliance Officer,360.631.0890x7140,Port Colinville,2020-09-16
360,samantha.harris,Samantha Harris,samantha.harris@techcorpsolutions.com,requester,Marketing,Marketing Executive,(450)512-4955,North Loritown,2025-12-06
361,allison.baldwin,Allison Baldwin,allison.baldwin@techcorpsolutions.com,requester,Network Operations,Network Engineer,(480)913-8759,East Maryfurt,2026-04-21
362,roger.palmer,Roger Palmer,roger.palmer@techcorpsolutions.com,requester,Finance,Finance Manager,001-951-371-8275x48015,Campbellport,2023-01-04
363,gloria.randall,Gloria Randall,gloria.randall@techcorpsolutions.com,agent,Customer Success,Client Relationship Manager,(346)331-7520x71678,South Richard,2021-12-08
364,brittany.garcia,Brittany Garcia,brittany.garcia@techcorpsolutions.com,requester,Customer Success,Customer Success Associate,(515)835-3961,Ramirezshire,2026-01-27
365,brittney.avila,Brittney Avila,brittney.avila@techcorpsolutions.com,requester,Network Operations,NOC Analyst,(957)996-7842x7114,Lake Sherri,2025-05-03
366,anthony.rojas,Anthony Rojas,anthony.rojas@techcorpsolutions.com,requester,Sales,Sales Manager,902.969.5249x9118,West Ebony,2025-07-06
367,tracy.green,Tracy Green,tracy.green@techcorpsolutions.com,requester,Marketing,Marketing Executive,+1-880-906-1675,Johnsonburgh,2022-08-19
368,angela.dalton,Angela Dalton,angela.dalton@techcorpsolutions.com,requester,Legal,Legal Associate,001-927-962-4671x978,New Brian,2022-05-23
369,jose.garza,Jose Garza,jose.garza@techcorpsolutions.com,requester,Procurement,Vendor Manager,+1-854-350-0902x55905,Reedstad,2022-11-01
